trait	location	collection_date
hCoV-19/Aruba/AW-RIVM-77631/2021|EPI_ISL_8586678|2021-11-14	other	2021-11-14
hCoV-19/Aruba/AW-RIVM-77686/2021|EPI_ISL_8586733|2021-12-18	other	2021-12-18
hCoV-19/Aruba/AW-RIVM-82594/2022|EPI_ISL_9184719|2022-01-08	other	2022-01-08
hCoV-19/Aruba/AW-RIVM-82608/2022|EPI_ISL_9184733|2022-01-08	other	2022-01-08
hCoV-19/Australia/ACT-2431/2021|EPI_ISL_8331777|2021-12-26	other	2021-12-26
hCoV-19/Australia/NSW-ICPMR-10258/2021|EPI_ISL_5306514|2021-10-06	other	2021-10-06
hCoV-19/Australia/NSW-ICPMR-11579/2021|EPI_ISL_5778319|2021-10-18	other	2021-10-18
hCoV-19/Australia/NSW-ICPMR-13291/2021|EPI_ISL_6267923|2021-11-06	other	2021-11-06
hCoV-19/Australia/NSW-ICPMR-14922/2021|EPI_ISL_7264433|2021-11-23	other	2021-11-23
hCoV-19/Australia/NSW-ICPMR-17773/2021|EPI_ISL_7987597|2021-12-14	other	2021-12-14
hCoV-19/Australia/NSW-ICPMR-19650/2022|EPI_ISL_9362911|2022-01-12	other	2022-01-12
hCoV-19/Australia/NSW1636/2021|EPI_ISL_2650460|2021-06-12	other	2021-06-12
hCoV-19/Australia/NT01/2020|EPI_ISL_419831|2020-02-20	other	2020-02-20
hCoV-19/Australia/QLD1759/2021|EPI_ISL_1396525|2021-03-24	other	2021-03-24
hCoV-19/Australia/VIC12368/2020|EPI_ISL_591969|2020-07-28	other	2020-07-28
hCoV-19/Australia/VIC1815/2020|EPI_ISL_480639|2020-05-28	other	2020-05-28
hCoV-19/Australia/VIC18683/2021|EPI_ISL_5314298|2021-06-04	other	2021-06-04
hCoV-19/Australia/VIC36531/2022|EPI_ISL_9302115|2022-01-06	other	2022-01-06
hCoV-19/Australia/WA1261/2022|EPI_ISL_9595779|2022-02-02	other	2022-02-02
hCoV-19/Australia/WA1278/2022|EPI_ISL_9595796|2022-02-02	other	2022-02-02
hCoV-19/Austria/CeMM15361/2021|EPI_ISL_4060536|2021-08-19	other	2021-08-19
hCoV-19/Austria/CeMM17860/2021|EPI_ISL_5811512|2021-10-03	other	2021-10-03
hCoV-19/Austria/CeMM17864/2021|EPI_ISL_5810779|2021-10-03	other	2021-10-03
hCoV-19/Austria/CeMM18114/2021|EPI_ISL_5734837|2021-10-09	other	2021-10-09
hCoV-19/Austria/CeMM18965/2021|EPI_ISL_6332747|2021-10-22	other	2021-10-22
hCoV-19/Austria/CeMM20424/2021|EPI_ISL_8769068|2021-11-19	other	2021-11-19
hCoV-19/Austria/CeMM21636/2021|EPI_ISL_9011003|2021-12-28	other	2021-12-28
hCoV-19/Austria/LB-R00053-S019/2022|EPI_ISL_9025051|2022-01-05	other	2022-01-05
hCoV-19/Azerbaijan/Aghayev-04/2021|EPI_ISL_882640|2021-01-04	other	2021-01-04
hCoV-19/Azerbaijan/MHTM-A2/2022|EPI_ISL_8540911|2022-01-10	other	XXXX-XX-XX
hCoV-19/Azerbaijan/MHTM3/2022|EPI_ISL_8540328|2022-01-10	other	XXXX-XX-XX
hCoV-19/Azerbaijan/un-ChVir24287_225/2020|EPI_ISL_9214643|2020-07-21	other	2020-07-21
hCoV-19/Azerbaijan/un-ChVir24287_283/2020|EPI_ISL_9214713|2020-12-05	other	2020-12-05
hCoV-19/Bahamas/10929/2021|EPI_ISL_1415419|2021-01-18	other	2021-01-18
hCoV-19/Bahamas/33820/2020|EPI_ISL_1415416|2020-03-29	other	2020-03-29
hCoV-19/Bahamas/33823/2020|EPI_ISL_1415414|2020-04-19	other	2020-04-19
hCoV-19/Bahamas/47995/2021|EPI_ISL_4237384|2021-06-28	other	2021-06-28
hCoV-19/Bahrain/21921706330/2021|EPI_ISL_5632989|2021-10-14	other	2021-10-14
hCoV-19/Bahrain/21921826322_S50_L001/2021|EPI_ISL_6011900|2021-11-01	other	2021-11-01
hCoV-19/Bahrain/21921908372/2021|EPI_ISL_6584765|2021-11-13	other	2021-11-13
hCoV-19/Bahrain/341036784_S6_L001/2020|EPI_ISL_681313|2020-11-16	other	2020-11-16
hCoV-19/Bahrain/341709279/2021|EPI_ISL_1660463|2021-03-19	other	2021-03-19
hCoV-19/Bahrain/342177681/2021|EPI_ISL_2992096|2021-05-28	other	2021-05-28
hCoV-19/Bahrain/342322502/2021|EPI_ISL_3699202|2021-06-29	other	2021-06-29
hCoV-19/Bahrain/920319237_S17_L001/2020|EPI_ISL_632267|2020-07-26	other	2020-07-26
hCoV-19/Bangladesh/29156/2020|EPI_ISL_600439|2020-04-05	other	2020-04-05
hCoV-19/Bangladesh/BCSIR-NILMRC-145/2020|EPI_ISL_480426|2020-06-18	other	2020-06-18
hCoV-19/Bangladesh/BLRI_COVID-19_26436/2020|EPI_ISL_7211116|2020-08-31	other	2020-08-31
hCoV-19/Bangladesh/CHRF-0520_Pr/2021|EPI_ISL_3665932|2021-06-16	other	2021-06-16
hCoV-19/Bangladesh/DNAS-BSH-isl-1/2020|EPI_ISL_605898|2020-04-29	other	2020-04-29
hCoV-19/Bangladesh/IEDCR-icddrb-GSB01-094/2021|EPI_ISL_6841725|2021-10-10	other	2021-10-10
hCoV-19/Bangladesh/IEDCR-icddrb-GSB01-210/2021|EPI_ISL_8929487|2021-12-29	other	2021-12-29
hCoV-19/Bangladesh/TND-icddrb-05-0349/2021|EPI_ISL_7592419|2021-11-22	other	2021-11-22
hCoV-19/Bangladesh/icddrb-5758/2020|EPI_ISL_3506350|2020-10-23	other	2020-10-23
hCoV-19/Bangladesh/icddrb-GSB03-089/2021|EPI_ISL_7870175|2021-11-14	other	2021-11-14
hCoV-19/Bangladesh/icddrb-GSB10-052/2021|EPI_ISL_6117131|2021-10-05	other	2021-10-05
hCoV-19/Bangladesh/icddrb-GSB11-147/2021|EPI_ISL_8996829|2021-12-20	other	2021-12-20
hCoV-19/Bangladesh/icddrb-TND-05-0413/2022|EPI_ISL_9456586|2022-01-05	other	2022-01-05
hCoV-19/Barbados/71159/2021|EPI_ISL_2678169|2021-05-04	other	2021-05-04
hCoV-19/Barbados/71162/2021|EPI_ISL_2678163|2021-05-21	other	2021-05-21
hCoV-19/Belarus/Gomel/2021|EPI_ISL_1222766|2021-02-26	other	2021-02-26
hCoV-19/Belarus/HM-CRIE-L219T0054u/2021|EPI_ISL_9318109|2021-04-30	other	2021-04-30
hCoV-19/Belarus/MA-CRIE-L219C0013u_4371/2021|EPI_ISL_9318131|2021-09-03	other	2021-09-03
hCoV-19/Belarus/MI-RII-MH11351S/2020|EPI_ISL_754230|2020-07-06	other	2020-07-06
hCoV-19/Belgium/12200194301/2021|EPI_ISL_9030277|2021-12-30	other	2021-12-30
hCoV-19/Belgium/AZDelta-2204-18317/2022|EPI_ISL_9618303|2022-02-02	other	2022-02-02
hCoV-19/Belgium/AZDelta-2204-18367/2022|EPI_ISL_9618289|2022-02-02	other	2022-02-02
hCoV-19/Belgium/CHUNamur13665492/2021|EPI_ISL_5390298|2021-10-12	other	2021-10-12
hCoV-19/Belgium/CHUNamur13948826/2022|EPI_ISL_9079480|2022-01-16	other	2022-01-16
hCoV-19/Belgium/CHUNamur13952001/2022|EPI_ISL_9177355|2022-01-17	other	2022-01-17
hCoV-19/Belgium/GHB-03021/2020|EPI_ISL_407976|2020-02-03	other	2020-02-03
hCoV-19/Belgium/Jessa_11-2146-005151/2021|EPI_ISL_6640947|2021-11-18	other	2021-11-18
hCoV-19/Belgium/UGent-9822/2021|EPI_ISL_4806027|2021-08-17	other	2021-08-17
hCoV-19/Belgium/ULB-IBC_CV8396452160/2021|EPI_ISL_8603938|2021-12-31	other	2021-12-31
hCoV-19/Belgium/ULG-10721/2020|EPI_ISL_641563|2020-09-14	other	2020-09-14
hCoV-19/Belgium/ULG-10772/2020|EPI_ISL_644618|2020-11-01	other	2020-11-01
hCoV-19/Belgium/ULG-11474/2020|EPI_ISL_925429|2020-09-14	other	2020-09-14
hCoV-19/Belgium/ULG-12295/2021|EPI_ISL_1058687|2021-02-08	other	2021-02-08
hCoV-19/Belgium/ULG-21860/2021|EPI_ISL_6567179|2021-11-05	other	2021-11-05
hCoV-19/Belgium/ZNA_21827436/2021|EPI_ISL_6775921|2021-10-27	other	2021-10-27
hCoV-19/Belgium/rega-1751/2021|EPI_ISL_894172|2021-01-04	other	2021-01-04
hCoV-19/Belgium/rega-18580/2021|EPI_ISL_6221079|2021-10-22	other	2021-10-22
hCoV-19/Belize/8416211/2021|EPI_ISL_5457403|2021-07-25	other	2021-07-25
hCoV-19/Belize/BZ-CML-TCMC-BZ018-1120/2020|EPI_ISL_1822745|2020-11-05	other	2020-11-05
hCoV-19/Belize/CML-10/2021|EPI_ISL_4296319|2021-02-21	other	2021-02-21
hCoV-19/Belize/CML-126/2021|EPI_ISL_4296430|2021-06-21	other	2021-06-21
hCoV-19/Belize/CML-17/2021|EPI_ISL_4296325|2021-01-22	other	2021-01-22
hCoV-19/Belize/CML-189/2021|EPI_ISL_5887276|2021-08-09	other	2021-08-09
hCoV-19/Belize/CML-198/2021|EPI_ISL_8838991|2021-10-01	other	2021-10-01
hCoV-19/Belize/CML-204/2021|EPI_ISL_8838997|2021-10-06	other	2021-10-06
hCoV-19/Belize/CML-211/2021|EPI_ISL_8839000|2021-10-07	other	2021-10-07
hCoV-19/Belize/CML-213/2021|EPI_ISL_8839002|2021-10-07	other	2021-10-07
hCoV-19/Belize/CML-214/2021|EPI_ISL_8839003|2021-10-07	other	2021-10-07
hCoV-19/Belize/CML-222/2021|EPI_ISL_8839011|2021-10-07	other	2021-10-07
hCoV-19/Belize/CML-225/2021|EPI_ISL_8839014|2021-10-07	other	2021-10-07
hCoV-19/Belize/CML-230/2021|EPI_ISL_8839019|2021-10-08	other	2021-10-08
hCoV-19/Belize/CML-232/2021|EPI_ISL_8839020|2021-10-07	other	2021-10-07
hCoV-19/Belize/CML-233/2021|EPI_ISL_8839021|2021-10-07	other	2021-10-07
hCoV-19/Belize/CML-236/2021|EPI_ISL_8839023|2021-10-07	other	2021-10-07
hCoV-19/Belize/CML-238/2021|EPI_ISL_8889587|2021-10-29	other	2021-10-29
hCoV-19/Belize/CML-241/2021|EPI_ISL_8889604|2021-10-29	other	2021-10-29
hCoV-19/Belize/CML-244/2021|EPI_ISL_8889588|2021-11-04	other	2021-11-04
hCoV-19/Belize/CML-246/2021|EPI_ISL_8889596|2021-11-06	other	2021-11-06
hCoV-19/Belize/CML-247/2021|EPI_ISL_8889589|2021-11-05	other	2021-11-05
hCoV-19/Belize/CML-255/2021|EPI_ISL_8889592|2021-11-09	other	2021-11-09
hCoV-19/Belize/CML-257/2021|EPI_ISL_8889608|2021-11-11	other	2021-11-11
hCoV-19/Belize/CML-258/2021|EPI_ISL_8889593|2021-11-10	other	2021-11-10
hCoV-19/Belize/CML-26/2021|EPI_ISL_4296334|2021-01-27	other	2021-01-27
hCoV-19/Belize/CML-261/2021|EPI_ISL_9570687|2021-11-26	other	2021-11-26
hCoV-19/Belize/CML-272/2021|EPI_ISL_9570684|2021-11-29	other	2021-11-29
hCoV-19/Belize/CML-274/2021|EPI_ISL_9570679|2021-11-30	other	2021-11-30
hCoV-19/Belize/CML-275/2021|EPI_ISL_9570680|2021-11-30	other	2021-11-30
hCoV-19/Belize/CML-278/2021|EPI_ISL_9570677|2021-12-01	other	2021-12-01
hCoV-19/Belize/CML-280/2021|EPI_ISL_9570681|2021-11-30	other	2021-11-30
hCoV-19/Belize/CML-282/2021|EPI_ISL_9570673|2021-12-03	other	2021-12-03
hCoV-19/Belize/CML-283/2021|EPI_ISL_9570693|2021-12-03	other	2021-12-03
hCoV-19/Belize/CML-287/2021|EPI_ISL_9570697|2021-12-06	other	2021-12-06
hCoV-19/Belize/CML-288/2021|EPI_ISL_9570698|2021-12-06	other	2021-12-06
hCoV-19/Belize/CML-291/2021|EPI_ISL_9570701|2021-12-06	other	2021-12-06
hCoV-19/Belize/CML-292/2021|EPI_ISL_9570702|2021-12-10	other	2021-12-10
hCoV-19/Belize/CML-293/2021|EPI_ISL_9570703|2021-12-10	other	2021-12-10
hCoV-19/Belize/CML-66/2021|EPI_ISL_4296370|2021-05-30	other	2021-05-30
hCoV-19/Belize/CML-75/2021|EPI_ISL_4296379|2021-06-23	other	2021-06-23
hCoV-19/Belize/CML-77/2021|EPI_ISL_4296381|2021-06-21	other	2021-06-21
hCoV-19/Belize/CML-78/2021|EPI_ISL_4296382|2021-06-23	other	2021-06-23
hCoV-19/Belize/CML-85/2021|EPI_ISL_4296389|2021-05-07	other	2021-05-07
hCoV-19/Belize/CML-98/2021|EPI_ISL_4296402|2021-04-07	other	2021-04-07
hCoV-19/Belize/CML-99/2021|EPI_ISL_4296403|2021-03-07	other	2021-03-07
hCoV-19/Belize/un-CDC-3595766-001/2020|EPI_ISL_509712|2020-03-01	other	2020-03-01
hCoV-19/Benin/252977/2021|EPI_ISL_4567080|2021-02-02	other	2021-02-02
hCoV-19/Benin/NMIMR-LFVH402570/2021|EPI_ISL_7139997|2021-05-11	other	2021-05-11
hCoV-19/Bermuda/204990916/2020|EPI_ISL_780386|2020-10-31	other	2020-10-31
hCoV-19/Bermuda/205081302/2020|EPI_ISL_780409|2020-11-04	other	2020-11-04
hCoV-19/Bermuda/WR-NYGC-DEC-6121-EYDE033/2021|EPI_ISL_9121167|2021-09-12	other	2021-09-12
hCoV-19/Bermuda/WR-NYGC-DEC-6122-FFRF784/2021|EPI_ISL_9121153|2021-09-12	other	2021-09-12
hCoV-19/Bermuda/WR-NYGC-DEC-6124-FRZM605/2021|EPI_ISL_9121168|2021-10-12	other	2021-10-12
hCoV-19/Bermuda/WR-NYGC-DEC-6126-GNOP644/2021|EPI_ISL_9121170|2021-10-12	other	2021-10-12
hCoV-19/Bermuda/WR-NYGC-DEC-6131-LYLI165/2021|EPI_ISL_9121169|2021-11-12	other	2021-11-12
hCoV-19/Bermuda/WR-NYGC-DEC-6137-QIVZ719/2021|EPI_ISL_9121158|2021-12-13	other	2021-12-13
hCoV-19/Bermuda/WR-NYGC-DEC-6147-VRXC627/2021|EPI_ISL_9121148|2021-12-13	other	2021-12-13
hCoV-19/Bermuda/WR-NYGC-NOV-6011-GQIQ406/2021|EPI_ISL_9110500|2021-11-20	other	2021-11-20
hCoV-19/Bolivia/21721/2021|EPI_ISL_2274032|2021-03-24	other	2021-03-24
hCoV-19/Bolivia/SAN-CABANA-PE-UPCH-2283/2021|EPI_ISL_8800567|2021-10-14	other	2021-10-14
hCoV-19/Bolivia/SAN-CABANA-PE-UPCH-2284/2021|EPI_ISL_8800568|2021-10-14	other	2021-10-14
hCoV-19/Bolivia/SAN-CABANA-PE-UPCH-2300/2021|EPI_ISL_8800581|2021-11-01	other	2021-11-01
hCoV-19/Bolivia/SAN-CABANA-PE-UPCH-2345/2021|EPI_ISL_8800584|2021-11-05	other	2021-11-05
hCoV-19/Bolivia/SAN-UPCH-1074/2020|EPI_ISL_5147754|2020-06-14	other	2020-06-14
hCoV-19/Bonaire/BQ-RIVM-35151/2021|EPI_ISL_2405608|2021-05-07	other	2021-05-07
hCoV-19/Bonaire/BQ-RIVM-40817/2021|EPI_ISL_2788006|2021-06-14	other	2021-06-14
hCoV-19/Bonaire/BQ-RIVM-53881/2021|EPI_ISL_3918610|2021-08-14	other	2021-08-14
hCoV-19/Bonaire/BQ-RIVM-65101/2021|EPI_ISL_5821941|2021-10-11	other	2021-10-11
hCoV-19/Bonaire/BQ-RIVM-68505/2021|EPI_ISL_6232279|2021-10-29	other	2021-10-29
hCoV-19/Bonaire/BQ-RIVM-69649/2021|EPI_ISL_6852595|2021-11-07	other	2021-11-07
hCoV-19/Bonaire/BQ-RIVM-74143/2021|EPI_ISL_7785071|2021-11-30	other	2021-11-30
hCoV-19/Bonaire/BQ-RIVM-77946/2021|EPI_ISL_8586766|2021-12-18	other	2021-12-18
hCoV-19/Bonaire/BQ-RIVM-78157/2021|EPI_ISL_8460394|2021-12-10	other	2021-12-10
hCoV-19/Bonaire/BQ-RIVM-82758/2022|EPI_ISL_9184767|2022-01-06	other	2022-01-06
hCoV-19/Bonaire/BQ-RIVM-83844/2022|EPI_ISL_9530053|2022-01-12	other	2022-01-12
hCoV-19/Bosnia_and_Herzegovina/04-Sarajevo/2020|EPI_ISL_467300|2020-04-08	other	2020-04-08
hCoV-19/Bosnia_and_Herzegovina/AGC-SAR-002/2020|EPI_ISL_722209|2020-11-20	other	2020-11-20
hCoV-19/Bosnia_and_Herzegovina/ChVir7347/2020|EPI_ISL_462454|2020-03-20	other	2020-03-20
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI005/2020|EPI_ISL_955146|2020-09-02	other	2020-09-02
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI009/2020|EPI_ISL_955155|2020-11-04	other	2020-11-04
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI1062/2021|EPI_ISL_8782591|2021-12-19	other	2021-12-19
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI1141/2022|EPI_ISL_9075005|2022-01-10	other	2022-01-10
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI1151/2022|EPI_ISL_9074975|2022-01-04	other	2022-01-04
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI161/2021|EPI_ISL_5814564|2021-10-05	other	2021-10-05
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI168/2021|EPI_ISL_5822435|2021-10-05	other	2021-10-05
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI698/2021|EPI_ISL_7970994|2021-11-21	other	2021-11-21
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI767/2021|EPI_ISL_8141923|2021-11-26	other	2021-11-26
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI873/2021|EPI_ISL_8207872|2021-12-08	other	2021-12-08
hCoV-19/Botswana/BOT0455/2020|EPI_ISL_560386|2020-03-28	other	2020-03-28
hCoV-19/Botswana/BOT2624/2020|EPI_ISL_560387|2020-04-05	other	2020-04-05
hCoV-19/Botswana/R28B81_BHP_AAB125451/2021|EPI_ISL_3948471|2021-08-23	other	2021-08-23
hCoV-19/Botswana/R35B29_BHP_AAC12189/2021|EPI_ISL_5502875|2021-10-05	other	2021-10-05
hCoV-19/Botswana/R36B30_BHP_000784634/2021|EPI_ISL_5503040|2021-10-12	other	2021-10-12
hCoV-19/Botswana/R36B33_BHP_000758631/2021|EPI_ISL_5503056|2021-10-11	other	2021-10-11
hCoV-19/Botswana/R50B38_BHP_AAC33436/2021|EPI_ISL_7548917|2021-12-08	other	2021-12-08
hCoV-19/Botswana/R52B46_BHP_AAC32043/2021|EPI_ISL_7834576|2021-11-30	other	2021-11-30
hCoV-19/Botswana/R52B75_BHP_AAC32072/2021|EPI_ISL_7834587|2021-11-30	other	2021-11-30
hCoV-19/Botswana/R67B57_BHP_934957/2022|EPI_ISL_8826498|2022-01-04	other	2022-01-04
hCoV-19/Botswana/R67B83_BHP_940652/2022|EPI_ISL_8826524|2022-01-06	other	2022-01-06
hCoV-19/Botswana/R69B85_BHP_920279/2021|EPI_ISL_9002851|2021-12-25	other	2021-12-25
hCoV-19/Botswana/R8B4_BHP_AAB8004/2020|EPI_ISL_1516828|2020-11-29	other	2020-11-29
hCoV-19/Botswana/R8B58_BHP_AAA24506/2020|EPI_ISL_1516870|2020-09-27	other	2020-09-27
hCoV-19/Botswana/R8B66_BHP_AAA25937/2020|EPI_ISL_1516877|2020-09-27	other	2020-09-27
hCoV-19/Botswana/R8B7_BHP_AAB7780/2020|EPI_ISL_1516830|2020-11-28	other	2020-11-28
hCoV-19/Brazil/AM-FIOCRUZ-ILMD2200671/2022|EPI_ISL_9194913|2022-01-05	other	2022-01-05
hCoV-19/Brazil/BA-27/2020|EPI_ISL_978512|2020-02-28	other	2020-02-28
hCoV-19/Brazil/CE-FIOCRUZ-28033/2021|EPI_ISL_8057789|2021-10-05	other	2021-10-05
hCoV-19/Brazil/PA-FIOCRUZ-64514/2021|EPI_ISL_8332202|2021-11-07	other	2021-11-07
hCoV-19/Brazil/RJ-00836/2021|EPI_ISL_1213420|2021-01-19	other	2021-01-19
hCoV-19/Brazil/RN-FIOCRUZ-IAM4863/2021|EPI_ISL_5915384|2021-02-08	other	2021-02-08
hCoV-19/Brazil/SC-FIOCRUZ-1719/2022|EPI_ISL_9225631|2022-01-03	other	2022-01-03
hCoV-19/Brazil/SP-IAL-718270-NBD17/2021|EPI_ISL_1445245|2021-02-26	other	2021-02-26
hCoV-19/Brazil/SP-IB_137759/2021|EPI_ISL_6508730|2021-10-13	other	2021-10-13
hCoV-19/Brazil/SP-IB_140155/2021|EPI_ISL_6813344|2021-11-01	other	2021-11-01
hCoV-19/Brazil/SP-IB_143197/2021|EPI_ISL_7808881|2021-12-02	other	2021-12-02
hCoV-19/Brazil/SP-IB_146491/2021|EPI_ISL_8721460|2021-12-29	other	2021-12-29
hCoV-19/Brunei/13123/2021|EPI_ISL_7948988|2021-10-30	other	2021-10-30
hCoV-19/Brunei/13242/2021|EPI_ISL_7369623|2021-10-30	other	2021-10-30
hCoV-19/Brunei/14052/2021|EPI_ISL_7777492|2021-11-10	other	2021-11-10
hCoV-19/Brunei/14518/2021|EPI_ISL_7870353|2021-11-19	other	2021-11-19
hCoV-19/Brunei/15227/2021|EPI_ISL_8583260|2021-12-06	other	2021-12-06
hCoV-19/Brunei/7122005551/2022|EPI_ISL_9437524|2022-01-06	other	2022-01-06
hCoV-19/Brunei/9221181822/2021|EPI_ISL_9412985|2021-12-31	other	2021-12-31
hCoV-19/Brunei/9822001625/2022|EPI_ISL_9437501|2022-01-05	other	2022-01-05
hCoV-19/Bulgaria/17/2020|EPI_ISL_480300|2020-04-14	other	2020-04-14
hCoV-19/Bulgaria/21BG-EU_007066_Pl66/2021|EPI_ISL_5845645|2021-09-13	other	2021-09-13
