name,accession,date,location,lineage
hCoV-19/Argentina/PAIS-A1214/2021|EPI_ISL_7928798|2021-10-01,EPI_ISL_7928798,2021-10-01,Argentina,AY.25.3
hCoV-19/Argentina/PAIS-E0479/2021|EPI_ISL_6121582|2021-10-25,EPI_ISL_6121582,2021-10-25,Argentina,C.37
hCoV-19/Armenia/IMB11-12/2021|EPI_ISL_9018786|2021-10-27,EPI_ISL_9018786,2021-10-27,Armenia,AY.122
hCoV-19/Armenia/IMB11-5/2021|EPI_ISL_9018782|2021-09-21,EPI_ISL_9018782,2021-09-21,Armenia,AY.122
hCoV-19/Armenia/IMB17-13/2022|EPI_ISL_9018821|2022-01-11,EPI_ISL_9018821,2022-01-11,Armenia,BA.1.1
hCoV-19/Armenia/UW-ARM26/2020|EPI_ISL_1854620|2020-08-18,EPI_ISL_1854620,2020-08-18,Armenia,B.1.1
hCoV-19/Armenia/UW-ARM36/2020|EPI_ISL_1854631|2020-08-26,EPI_ISL_1854631,2020-08-26,Armenia,B.1.1
hCoV-19/Armenia/UW-ARM7/2020|EPI_ISL_1854647|2020-07-30,EPI_ISL_1854647,2020-07-30,Armenia,B.1.1
hCoV-19/Aruba/AW-RIVM-10390/2020|EPI_ISL_636516|2020-08-06,EPI_ISL_636516,2020-08-06,Aruba,B.1.240.1
hCoV-19/Aruba/AW-RIVM-18321/2021|EPI_ISL_1370580|2021-03-10,EPI_ISL_1370580,2021-03-10,Aruba,B.1.1.7
hCoV-19/Aruba/AW-RIVM-49095/2021|EPI_ISL_3389782|2021-07-21,EPI_ISL_3389782,2021-07-21,Aruba,AY.4.7
hCoV-19/Aruba/AW-RIVM-62929/2021|EPI_ISL_4993455|2021-09-21,EPI_ISL_4993455,2021-09-21,Aruba,AY.43.8
hCoV-19/Aruba/AW-RIVM-72541/2021|EPI_ISL_7469627|2021-11-25,EPI_ISL_7469627,2021-11-25,Aruba,AY.121
hCoV-19/Aruba/AW-RIVM-74177/2021|EPI_ISL_7785030|2021-12-01,EPI_ISL_7785030,2021-12-01,Aruba,AY.43
hCoV-19/Aruba/AW-RIVM-82592/2022|EPI_ISL_9184717|2022-01-08,EPI_ISL_9184717,2022-01-08,Aruba,BA.1.15
hCoV-19/Australia/ACT1645/2021|EPI_ISL_5942176|2021-10-24,EPI_ISL_5942176,2021-10-24,Australia,AY.39.1.2
hCoV-19/Australia/ACT2856/2022|EPI_ISL_10009998|2022-01-15,EPI_ISL_10009998,2022-01-15,Australia,BA.1.17
hCoV-19/Australia/NSW-ICPMR-16064/2021|EPI_ISL_7621112|2021-12-02,EPI_ISL_7621112,2021-12-02,Australia,AY.39.1.2
hCoV-19/Australia/NSW-RPAH-1989/2021|EPI_ISL_6949782|2021-11-15,EPI_ISL_6949782,2021-11-15,Australia,AY.39.1.4
hCoV-19/Australia/NSW1488/2021|EPI_ISL_872581|2021-01-10,EPI_ISL_872581,2021-01-10,Australia,B.1.1.416
hCoV-19/Australia/NSW2496/2020|EPI_ISL_527025|2020-06-29,EPI_ISL_527025,2020-06-29,Australia,B.1.1.133
hCoV-19/Australia/NT-RDH-172/2022|EPI_ISL_10093278|2022-02-02,EPI_ISL_10093278,2022-02-02,Australia,BA.1.17
hCoV-19/Australia/VIC11778/2020|EPI_ISL_563496|2020-07-25,EPI_ISL_563496,2020-07-25,Australia,D.2
hCoV-19/Australia/VIC14894/2020|EPI_ISL_593049|2020-08-31,EPI_ISL_593049,2020-08-31,Australia,D.2
hCoV-19/Australia/VIC17996/2020|EPI_ISL_779609|2020-12-11,EPI_ISL_779609,2020-12-11,Australia,B.1.1.7
hCoV-19/Australia/WA496/2020|EPI_ISL_708790|2020-11-24,EPI_ISL_708790,2020-11-24,Australia,B.1
hCoV-19/Austria/CeMM0705/2020|EPI_ISL_583659|2020-04-13,EPI_ISL_583659,2020-04-13,Austria,B.1
hCoV-19/Austria/CeMM1332/2020|EPI_ISL_853838|2020-07-14,EPI_ISL_853838,2020-07-14,Austria,C.35
hCoV-19/Austria/CeMM19885/2021|EPI_ISL_6945258|2021-10-28,EPI_ISL_6945258,2021-10-28,Austria,AY.4
hCoV-19/Austria/CeMM20441/2021|EPI_ISL_8769084|2021-11-22,EPI_ISL_8769084,2021-11-22,Austria,AY.42
hCoV-19/Austria/CeMM2943/2021|EPI_ISL_934626|2021-01-03,EPI_ISL_934626,2021-01-03,Austria,B.1.258.17
hCoV-19/Austria/CeMM4453/2020|EPI_ISL_1209309|2020-11-10,EPI_ISL_1209309,2020-11-10,Austria,B.1.527
hCoV-19/Austria/LB-R00059-S276/2022|EPI_ISL_9852441|2022-02-04,EPI_ISL_9852441,2022-02-04,Austria,BA.2
hCoV-19/Austria/MUW_1413581/2021|EPI_ISL_3144945|2021-05-25,EPI_ISL_3144945,2021-05-25,Austria,AZ.2
hCoV-19/Azerbaijan/Aghayev-10/2021|EPI_ISL_2161031|2021-02-01,EPI_ISL_2161031,2021-02-01,Azerbaijan,B.1.1.7
hCoV-19/Azerbaijan/Aghayev-12/2021|EPI_ISL_2161167|2021-03-01,EPI_ISL_2161167,2021-03-01,Azerbaijan,B.1.1.10
hCoV-19/Azerbaijan/MHTM5/2022|EPI_ISL_8540878|2022-01-10,EPI_ISL_8540878,XXXX-XX-XX,Azerbaijan,BA.1.15
hCoV-19/Azerbaijan/un-ChVir24287_225/2020|EPI_ISL_9214643|2020-07-21,EPI_ISL_9214643,2020-07-21,Azerbaijan,B.1.1.10
hCoV-19/Azerbaijan/un-ChVir8067/2020|EPI_ISL_9214442|2020-05-15,EPI_ISL_9214442,2020-05-15,Azerbaijan,B.1.1
hCoV-19/Bahamas/33823/2020|EPI_ISL_1415414|2020-04-19,EPI_ISL_1415414,2020-04-19,TheBahamas,B.1
hCoV-19/Bahamas/33826/2020|EPI_ISL_1415412|2020-07-28,EPI_ISL_1415412,2020-07-28,TheBahamas,B.1.1.192
hCoV-19/Bahamas/33830/2020|EPI_ISL_1415408|2020-09-02,EPI_ISL_1415408,2020-09-02,TheBahamas,B.1.240
hCoV-19/Bahamas/47986/2021|EPI_ISL_4237391|2021-05-08,EPI_ISL_4237391,2021-05-08,TheBahamas,B.1.1.7
hCoV-19/Bahamas/47987/2021|EPI_ISL_4237390|2021-05-09,EPI_ISL_4237390,2021-05-09,TheBahamas,B.1.1.7
hCoV-19/Bahamas/47991/2021|EPI_ISL_4237381|2021-05-17,EPI_ISL_4237381,2021-05-17,TheBahamas,B.1.1.7
hCoV-19/Bahamas/47995/2021|EPI_ISL_4237384|2021-06-28,EPI_ISL_4237384,2021-06-28,TheBahamas,B.1.1.7
hCoV-19/Bahamas/48044/2021|EPI_ISL_4237140|2021-08-07,EPI_ISL_4237140,2021-08-07,TheBahamas,AY.44
hCoV-19/Bahrain/21342729944/2021|EPI_ISL_6266402|2021-11-06,EPI_ISL_6266402,2021-11-06,Bahrain,AY.5
hCoV-19/Bahrain/21921779505/2021|EPI_ISL_5931612|2021-10-26,EPI_ISL_5931612,2021-10-26,Bahrain,AY.91
hCoV-19/Bahrain/340860476_S15/2020|EPI_ISL_632280|2020-10-14,EPI_ISL_632280,2020-10-14,Bahrain,B.1.281
hCoV-19/Bahrain/340861254_S20/2020|EPI_ISL_632253|2020-10-14,EPI_ISL_632253,2020-10-14,Bahrain,AE.4
hCoV-19/Bahrain/600104049/2021|EPI_ISL_1660437|2021-03-17,EPI_ISL_1660437,2021-03-17,Bahrain,B.1.1
hCoV-19/Bahrain/920265546_S18_L001/2020|EPI_ISL_632266|2020-06-21,EPI_ISL_632266,2020-06-21,Bahrain,B.1
hCoV-19/Bahrain/920319237_S17_L001/2020|EPI_ISL_632267|2020-07-26,EPI_ISL_632267,2020-07-26,Bahrain,B.1
hCoV-19/Bahrain/921183622/2021|EPI_ISL_3663275|2021-07-24,EPI_ISL_3663275,2021-07-24,Bahrain,P.1.7
hCoV-19/Bahrain/BAH-22/2020|EPI_ISL_483563|2020-04-08,EPI_ISL_483563,2020-04-08,Bahrain,B.1.281
hCoV-19/Bangladesh/BCSIR-NILMRC-443/2021|EPI_ISL_954751|2021-01-25,EPI_ISL_954751,2021-01-25,Bangladesh,B.1.1.25
hCoV-19/Bangladesh/CU-CTG-44/2020|EPI_ISL_735499|2020-12-05,EPI_ISL_735499,2020-12-05,Bangladesh,B.1.1.25
hCoV-19/Bangladesh/IEDCR-OIS-98/2021|EPI_ISL_2399442|2021-05-27,EPI_ISL_2399442,2021-05-27,Bangladesh,B.1.617.2
hCoV-19/Bangladesh/TND-06-0348/2021|EPI_ISL_8215683|2021-12-19,EPI_ISL_8215683,2021-12-19,Bangladesh,AY.131
hCoV-19/Bangladesh/icddrb-GSB11-097/2021|EPI_ISL_7871043|2021-11-24,EPI_ISL_7871043,2021-11-24,Bangladesh,AY.127
hCoV-19/Bangladesh/icddrb-GSB12-056/2021|EPI_ISL_6841674|2021-10-27,EPI_ISL_6841674,2021-10-27,Bangladesh,AY.127
hCoV-19/Bangladesh/icddrb-GSB15-158/2022|EPI_ISL_9697290|2022-01-14,EPI_ISL_9697290,2022-01-14,Bangladesh,BA.2.10
hCoV-19/Bangladesh/ideSHi-KH007/2020|EPI_ISL_1657075|2020-11-12,EPI_ISL_1657075,2020-11-12,Bangladesh,B.1.1.25
hCoV-19/Barbados/50397/2020|EPI_ISL_977655|2020-12-24,EPI_ISL_977655,2020-12-24,Barbados,B.1.243
hCoV-19/Barbados/67297/2021|EPI_ISL_2621682|2021-05-04,EPI_ISL_2621682,2021-05-04,Barbados,B.1.1.7
hCoV-19/Belarus/MI-RII-MH11337S/2020|EPI_ISL_754229|2020-04-24,EPI_ISL_754229,2020-04-24,Belarus,B.1.164
hCoV-19/Belarus/MI-RII-MH11351S/2020|EPI_ISL_754230|2020-07-06,EPI_ISL_754230,2020-07-06,Belarus,B.1.164
hCoV-19/Belgium/AZDelta-2146-04197/2021|EPI_ISL_6739475|2021-11-22,EPI_ISL_6739475,2021-11-22,Belgium,AY.129
hCoV-19/Belgium/AZDelta-2149-03055/2021|EPI_ISL_7615453|2021-12-08,EPI_ISL_7615453,2021-12-08,Belgium,AY.43
hCoV-19/Belgium/AZDelta-2152-07546/2022|EPI_ISL_8385054|2022-01-01,EPI_ISL_8385054,2022-01-01,Belgium,BA.1
hCoV-19/Belgium/AZDelta-2207-02212/2022|EPI_ISL_10131811|2022-02-15,EPI_ISL_10131811,2022-02-15,Belgium,BA.1.1
hCoV-19/Belgium/BA-02291/2020|EPI_ISL_415159|2020-02-29,EPI_ISL_415159,2020-02-29,Belgium,B.1
hCoV-19/Belgium/UGent-12841/2021|EPI_ISL_9753564|2021-10-28,EPI_ISL_9753564,2021-10-28,Belgium,AY.123
hCoV-19/Belgium/UGent-301/2020|EPI_ISL_717982|2020-11-30,EPI_ISL_717982,2020-11-30,Belgium,B.1.177
hCoV-19/Belgium/ULG-11387/2021|EPI_ISL_872127|2021-01-18,EPI_ISL_872127,2021-01-18,Belgium,B.1.1.7
hCoV-19/Belgium/UZA-UA-5814096420/2021|EPI_ISL_2545605|2021-06-03,EPI_ISL_2545605,2021-06-03,Belgium,B.1.1.7
hCoV-19/Belgium/ZNA_21827436/2021|EPI_ISL_6775921|2021-10-27,EPI_ISL_6775921,2021-10-27,Belarus,AY.122
hCoV-19/Belgium/rega-13492/2021|EPI_ISL_4348971|2021-07-19,EPI_ISL_4348971,2021-07-19,Belgium,AY.9.2
hCoV-19/Belgium/rega-2913/2021|EPI_ISL_1050405|2021-02-03,EPI_ISL_1050405,2021-02-03,Belgium,B.1.177.73
hCoV-19/Belize/8733400-ICGES/2021|EPI_ISL_10302060|2021-12-22,EPI_ISL_10302060,2021-12-22,Belize,AY.4
hCoV-19/Belize/8734797-ICGES/2021|EPI_ISL_10302073|2021-12-29,EPI_ISL_10302073,2021-12-29,Belize,BA.1.1
hCoV-19/Belize/BZ-CML-TCMC-BZ008-1020/2020|EPI_ISL_1822765|2020-10-05,EPI_ISL_1822765,2020-10-05,Belize,B.1.147
hCoV-19/Belize/CML-105/2021|EPI_ISL_4296409|2021-06-30,EPI_ISL_4296409,2021-06-30,Belize,B.1.1.7
hCoV-19/Belize/CML-156/2021|EPI_ISL_5887243|2021-08-05,EPI_ISL_5887243,2021-08-05,Belize,AY.75
hCoV-19/Belize/CML-189/2021|EPI_ISL_5887276|2021-08-09,EPI_ISL_5887276,2021-08-09,Belize,AY.75
hCoV-19/Belize/CML-212/2021|EPI_ISL_8839001|2021-10-07,EPI_ISL_8839001,2021-10-07,Belize,AY.100
hCoV-19/Belize/CML-236/2021|EPI_ISL_8839023|2021-10-07,EPI_ISL_8839023,2021-10-07,Belize,AY.4
hCoV-19/Belize/CML-238/2021|EPI_ISL_8889587|2021-10-29,EPI_ISL_8889587,2021-10-29,Belize,AY.4
hCoV-19/Belize/CML-240/2021|EPI_ISL_8889595|2021-10-29,EPI_ISL_8889595,2021-10-29,Belize,AY.4
hCoV-19/Belize/CML-241/2021|EPI_ISL_8889604|2021-10-29,EPI_ISL_8889604,2021-10-29,Belize,AY.4
hCoV-19/Belize/CML-242/2021|EPI_ISL_8889591|2021-11-02,EPI_ISL_8889591,2021-11-02,Belize,AY.103
hCoV-19/Belize/CML-244/2021|EPI_ISL_8889588|2021-11-04,EPI_ISL_8889588,2021-11-04,Belize,AY.4
hCoV-19/Belize/CML-247/2021|EPI_ISL_8889589|2021-11-05,EPI_ISL_8889589,2021-11-05,Belize,AY.100
hCoV-19/Belize/CML-250/2021|EPI_ISL_8889599|2021-11-06,EPI_ISL_8889599,2021-11-06,Belize,AY.26
hCoV-19/Belize/CML-257/2021|EPI_ISL_8889608|2021-11-11,EPI_ISL_8889608,2021-11-11,Belize,AY.100
hCoV-19/Belize/CML-258/2021|EPI_ISL_8889593|2021-11-10,EPI_ISL_8889593,2021-11-10,Belize,AY.4
hCoV-19/Belize/CML-263/2021|EPI_ISL_9570689|2021-11-26,EPI_ISL_9570689,2021-11-26,Belize,AY.100
hCoV-19/Belize/CML-272/2021|EPI_ISL_9570684|2021-11-29,EPI_ISL_9570684,2021-11-29,Belize,AY.4
hCoV-19/Belize/CML-274/2021|EPI_ISL_9570679|2021-11-30,EPI_ISL_9570679,2021-11-30,Belize,AY.4
hCoV-19/Belize/CML-275/2021|EPI_ISL_9570680|2021-11-30,EPI_ISL_9570680,2021-11-30,Belize,AY.4
hCoV-19/Belize/CML-277/2021|EPI_ISL_9570676|2021-12-01,EPI_ISL_9570676,2021-12-01,Belize,AY.4
hCoV-19/Belize/CML-280/2021|EPI_ISL_9570681|2021-11-30,EPI_ISL_9570681,2021-11-30,Belize,AY.4
hCoV-19/Belize/CML-297/2021|EPI_ISL_9670672|2021-12-18,EPI_ISL_9670672,2021-12-18,Belize,AY.100
hCoV-19/Belize/CML-301/2021|EPI_ISL_9670676|2021-12-23,EPI_ISL_9670676,2021-12-23,Belize,BA.1.1
hCoV-19/Belize/CML-304/2021|EPI_ISL_9670679|2021-12-24,EPI_ISL_9670679,2021-12-24,Belize,BA.1.1
hCoV-19/Belize/CML-327/2021|EPI_ISL_9711928|2021-12-30,EPI_ISL_9711928,2021-12-30,Belize,BA.1.1
hCoV-19/Belize/CML-339/2021|EPI_ISL_9711940|2021-12-30,EPI_ISL_9711940,2021-12-30,Belize,BA.1.1
hCoV-19/Belize/CML-341/2021|EPI_ISL_9711942|2021-12-31,EPI_ISL_9711942,2021-12-31,Belize,BA.1.15
hCoV-19/Belize/CML-351/2022|EPI_ISL_9711952|2022-01-03,EPI_ISL_9711952,2022-01-03,Belize,BA.1.1
hCoV-19/Belize/CML-353/2022|EPI_ISL_9711954|2022-01-03,EPI_ISL_9711954,2022-01-03,Belize,BA.1.1
hCoV-19/Belize/CML-378/2022|EPI_ISL_9711893|2022-01-09,EPI_ISL_9711893,2022-01-09,Belize,BA.1.1
hCoV-19/Belize/CML-389/2022|EPI_ISL_9711904|2022-01-10,EPI_ISL_9711904,2022-01-10,Belize,BA.1.1
hCoV-19/Belize/CML-395/2022|EPI_ISL_9711910|2022-01-10,EPI_ISL_9711910,2022-01-10,Belize,BA.1.20
hCoV-19/Belize/CML-399/2022|EPI_ISL_9879544|2022-01-12,EPI_ISL_9879544,2022-01-12,Belize,BA.1.1
hCoV-19/Belize/CML-401/2022|EPI_ISL_9879546|2022-01-16,EPI_ISL_9879546,2022-01-16,Belize,BA.1.1
hCoV-19/Belize/CML-405/2022|EPI_ISL_9879550|2022-01-18,EPI_ISL_9879550,2022-01-18,Belize,BA.1.1
hCoV-19/Belize/CML-407/2022|EPI_ISL_9879552|2022-01-18,EPI_ISL_9879552,2022-01-18,Belize,BA.1.1
hCoV-19/Belize/CML-415/2022|EPI_ISL_9879560|2022-01-24,EPI_ISL_9879560,2022-01-24,Belize,BA.1.1
hCoV-19/Belize/CML-418/2022|EPI_ISL_9879563|2022-01-24,EPI_ISL_9879563,2022-01-24,Belize,BA.1.1
hCoV-19/Belize/CML-433/2022|EPI_ISL_9879578|2022-01-31,EPI_ISL_9879578,2022-01-31,Belize,BA.1.1
hCoV-19/Belize/CML-98/2021|EPI_ISL_4296402|2021-04-07,EPI_ISL_4296402,2021-04-07,Belize,B.1.1.7
hCoV-19/Belize/CML-99/2021|EPI_ISL_4296403|2021-03-07,EPI_ISL_4296403,2021-03-07,Belize,B.1.617.2
hCoV-19/Benin/248661/2021|EPI_ISL_2932532|2021-01-30,EPI_ISL_2932532,2021-01-30,Benin,B.1.525
hCoV-19/Benin/446182/2021|EPI_ISL_4566896|2021-06-24,EPI_ISL_4566896,2021-06-24,Benin,B.1.1.318
hCoV-19/Benin/453466/2021|EPI_ISL_4566908|2021-06-30,EPI_ISL_4566908,2021-06-30,Benin,AY.4
hCoV-19/Bermuda/WR-NYGC-DEC-6120-EXEL214/2021|EPI_ISL_9121149|2021-09-12,EPI_ISL_9121149,2021-09-12,Bermuda,AY.4
hCoV-19/Bermuda/WR-NYGC-DEC-6121-EYDE033/2021|EPI_ISL_9121167|2021-09-12,EPI_ISL_9121167,2021-09-12,Bermuda,BA.1
hCoV-19/Bermuda/WR-NYGC-DEC-6135-NTOK724/2021|EPI_ISL_9121147|2021-12-12,EPI_ISL_9121147,2021-12-12,Bermuda,AY.43
hCoV-19/Bermuda/WR-NYGC-DEC-6144-VAEA008/2021|EPI_ISL_9121150|2021-12-13,EPI_ISL_9121150,2021-12-13,Bermuda,BA.1.1.15
hCoV-19/Bermuda/WR-NYGC-NOV-5980-DKII811/2021|EPI_ISL_9110499|2021-11-09,EPI_ISL_9110499,2021-11-09,Bermuda,AY.103
hCoV-19/Bermuda/WR-NYGC-NOV-6040-LMQH157/2021|EPI_ISL_9110497|2021-11-27,EPI_ISL_9110497,2021-11-27,Bermuda,AY.4.2
hCoV-19/Bolivia/21737/2021|EPI_ISL_2274035|2021-03-26,EPI_ISL_2274035,2021-03-26,Bolivia,P.1
hCoV-19/Bolivia/SAN-CABANA-PE-UPCH-2295/2021|EPI_ISL_8800647|2021-10-28,EPI_ISL_8800647,2021-10-28,Bolivia,AY.44
hCoV-19/Bolivia/SAN-CABANA-PE-UPCH-2345/2021|EPI_ISL_8800584|2021-11-05,EPI_ISL_8800584,2021-11-05,Bolivia,AY.44
hCoV-19/Bolivia/SAN-UPCH-1065/2020|EPI_ISL_5148210|2020-07-01,EPI_ISL_5148210,2020-07-01,Bolivia,N.3
hCoV-19/Bonaire/BQ-RIVM-46539/2021|EPI_ISL_3257885|2021-07-14,EPI_ISL_3257885,2021-07-14,Bonaire,AY.9.2
hCoV-19/Bonaire/BQ-RIVM-51792/2021|EPI_ISL_3731501|2021-08-09,EPI_ISL_3731501,2021-08-09,Bonaire,AY.9.2
hCoV-19/Bonaire/BQ-RIVM-68504/2021|EPI_ISL_6232274|2021-10-28,EPI_ISL_6232274,2021-10-28,Bonaire,AY.44
hCoV-19/Bonaire/BQ-RIVM-73776/2021|EPI_ISL_7784350|2021-12-07,EPI_ISL_7784350,2021-12-07,Bonaire,AY.42.1
hCoV-19/Bonaire/BQ-RIVM-74133/2021|EPI_ISL_7785061|2021-11-29,EPI_ISL_7785061,2021-11-29,Bonaire,AY.42.1
hCoV-19/Bonaire/BQ-RIVM-82739/2022|EPI_ISL_9184748|2022-01-04,EPI_ISL_9184748,2022-01-04,Bonaire,BA.1.1
hCoV-19/Bonaire/BQ-RIVM-87382/2022|EPI_ISL_10345983|2022-02-02,EPI_ISL_10345983,2022-02-02,Bonaire,BA.1
hCoV-19/Bosnia_and_Herzegovina/157919/2021|EPI_ISL_2802864|2021-06-03,EPI_ISL_2802864,2021-06-03,BosniaandHerzegovina,B.1.1.7
hCoV-19/Bosnia_and_Herzegovina/AGC14067/2021|EPI_ISL_2800346|2021-06-28,EPI_ISL_2800346,2021-06-28,BosniaandHerzegovina,AY.122
hCoV-19/Bosnia_and_Herzegovina/ChVir7344/2020|EPI_ISL_462452|2020-03-19,EPI_ISL_462452,2020-03-19,BosniaandHerzegovina,B.1
hCoV-19/Bosnia_and_Herzegovina/KCUS5Z-2264/2021|EPI_ISL_1300646|2021-03-04,EPI_ISL_1300646,2021-03-04,BosniaandHerzegovina,B.1.1.7
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI003/2020|EPI_ISL_955142|2020-07-15,EPI_ISL_955142,2020-07-15,BosniaandHerzegovina,B.1.1.70
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI005/2020|EPI_ISL_955146|2020-09-02,EPI_ISL_955146,2020-09-02,BosniaandHerzegovina,B.1.1
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI007/2020|EPI_ISL_955150|2020-10-06,EPI_ISL_955150,2020-10-06,BosniaandHerzegovina,C.35
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI008/2020|EPI_ISL_955151|2020-10-28,EPI_ISL_955151,2020-10-28,BosniaandHerzegovina,B.1.1.70
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI1174/2022|EPI_ISL_9075009|2022-01-05,EPI_ISL_9075009,2022-01-05,BosniaandHerzegovina,BA.1.17.2
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI414/2021|EPI_ISL_6512810|2021-10-12,EPI_ISL_6512810,2021-10-12,BosniaandHerzegovina,AY.43
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI470/2021|EPI_ISL_7378192|2021-10-28,EPI_ISL_7378192,2021-10-28,BosniaandHerzegovina,AY.43
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI681/2021|EPI_ISL_7971033|2021-11-21,EPI_ISL_7971033,2021-11-21,BosniaandHerzegovina,AY.43
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI949/2021|EPI_ISL_8383260|2021-12-15,EPI_ISL_8383260,2021-12-15,BosniaandHerzegovina,AY.43
