name,accession,date,location,lineage
hCoV-19/Argentina/PAIS-G0242/2021|EPI_ISL_2271693|2021-05-12,EPI_ISL_2271693,2021-05-12,Argentina,B.1.427
hCoV-19/Aruba/AW-RIVM-10113/2020|EPI_ISL_547446|2020-03-17,EPI_ISL_547446,2020-03-17,Aruba,B.1
hCoV-19/Aruba/AW-RIVM-10115/2020|EPI_ISL_547448|2020-03-20,EPI_ISL_547448,2020-03-20,Aruba,B.1
hCoV-19/Aruba/AW-RIVM-10391/2020|EPI_ISL_636517|2020-08-07,EPI_ISL_636517,2020-08-07,Aruba,B.1.1.231
hCoV-19/Aruba/AW-RIVM-16789/2021|EPI_ISL_1289228|2021-02-28,EPI_ISL_1289228,2021-02-28,Aruba,B.1.526
hCoV-19/Aruba/AW-RIVM-26401/2021|EPI_ISL_1705874|2021-04-11,EPI_ISL_1705874,2021-04-11,Aruba,B.1.1.7
hCoV-19/Aruba/AW-RIVM-27799/2021|EPI_ISL_1792358|2021-04-18,EPI_ISL_1792358,2021-04-18,Aruba,B.1.1.7
hCoV-19/Aruba/AW-RIVM-28050/2021|EPI_ISL_1961900|2021-04-20,EPI_ISL_1961900,2021-04-20,Aruba,B.1.1.7
hCoV-19/Aruba/AW-RIVM-28083/2021|EPI_ISL_1961916|2021-04-19,EPI_ISL_1961916,2021-04-19,Aruba,B.1.1.7
hCoV-19/Aruba/AW-RIVM-33490/2021|EPI_ISL_2303027|2021-05-11,EPI_ISL_2303027,2021-05-11,Aruba,B.1.1.7
hCoV-19/Aruba/AW-RIVM-39221/2021|EPI_ISL_2610682|2021-06-06,EPI_ISL_2610682,2021-06-06,Aruba,B.1.621.1
hCoV-19/Aruba/AW-RIVM-39232/2021|EPI_ISL_2610693|2021-06-02,EPI_ISL_2610693,2021-06-02,Aruba,B.1.621.1
hCoV-19/Aruba/AW-RIVM-41538/2021|EPI_ISL_2787813|2021-06-16,EPI_ISL_2787813,2021-06-16,Aruba,B.1.1.7
hCoV-19/Australia/NSW-R0189/2021|EPI_ISL_1660407|2021-03-31,EPI_ISL_1660407,2021-03-31,Australia,B.1.351.3
hCoV-19/Australia/NSW-R0244/2021|EPI_ISL_2107445|2021-05-02,EPI_ISL_2107445,2021-05-02,Australia,B.1.1.7
hCoV-19/Australia/NSW-R0247/2021|EPI_ISL_2107447|2021-05-03,EPI_ISL_2107447,2021-05-03,Australia,B.1.617.2
hCoV-19/Australia/NSW-R0466/2021|EPI_ISL_2811818|2021-06-27,EPI_ISL_2811818,2021-06-27,Australia,AY.39.1
hCoV-19/Australia/NSW-R0487/2021|EPI_ISL_2921615|2021-06-30,EPI_ISL_2921615,2021-06-30,Australia,AY.39.1
hCoV-19/Australia/NSW-R0496/2021|EPI_ISL_3071997|2021-07-02,EPI_ISL_3071997,2021-07-02,Australia,AY.39.1
hCoV-19/Australia/NSW-R0586/2021|EPI_ISL_3072069|2021-07-09,EPI_ISL_3072069,2021-07-09,Australia,AY.39.1
hCoV-19/Australia/NT10001/2021|EPI_ISL_2322898|2021-04-15,EPI_ISL_2322898,2021-04-15,Australia,B.1.1.7
hCoV-19/Australia/NT160/2021|EPI_ISL_2250194|2021-04-14,EPI_ISL_2250194,2021-04-14,Australia,B.1.1.7
hCoV-19/Australia/QLD1802/2021|EPI_ISL_1465887|2021-03-31,EPI_ISL_1465887,2021-03-31,Australia,B.1.1.7
hCoV-19/Australia/QLD991/2020|EPI_ISL_530251|2020-07-10,EPI_ISL_530251,2020-07-10,Australia,B.1.523
hCoV-19/Australia/VIC11843/2020|EPI_ISL_2839595|2020-08-11,EPI_ISL_2839595,2020-08-11,Australia,D.2
hCoV-19/Australia/WA441/2020|EPI_ISL_672653|2020-09-29,EPI_ISL_672653,2020-09-29,Australia,B.1.36.29
hCoV-19/Australia/WA502/2020|EPI_ISL_708795|2020-12-01,EPI_ISL_708795,2020-12-01,Australia,B.1.2
hCoV-19/Austria/CeMM0142/2020|EPI_ISL_583563|2020-02-26,EPI_ISL_583563,2020-02-26,Austria,B.3
hCoV-19/Austria/CeMM0452/2020|EPI_ISL_475868|2020-03-22,EPI_ISL_475868,2020-03-22,Austria,B.1.465
hCoV-19/Austria/CeMM0675/2020|EPI_ISL_583638|2020-05-15,EPI_ISL_583638,2020-05-15,Austria,B.1.224
hCoV-19/Austria/CeMM0802/2020|EPI_ISL_583708|2020-05-06,EPI_ISL_583708,2020-05-06,Austria,B.1.1
hCoV-19/Austria/CeMM1083/2020|EPI_ISL_583885|2020-07-19,EPI_ISL_583885,2020-07-19,Austria,B.1.36
hCoV-19/Austria/CeMM11074/2021|EPI_ISL_2617634|2021-05-13,EPI_ISL_2617634,2021-05-13,Austria,B.1.621.1
hCoV-19/Austria/CeMM11086/2021|EPI_ISL_2617643|2021-05-13,EPI_ISL_2617643,2021-05-13,Austria,B.1.621.1
hCoV-19/Austria/CeMM11229/2021|EPI_ISL_2617662|2021-05-18,EPI_ISL_2617662,2021-05-18,Austria,B.1.621.1
hCoV-19/Austria/CeMM11555/2021|EPI_ISL_2657460|2021-06-01,EPI_ISL_2657460,2021-06-01,Austria,P.1
hCoV-19/Austria/CeMM11776/2021|EPI_ISL_2758013|2021-06-10,EPI_ISL_2758013,2021-06-10,Austria,P.1
hCoV-19/Austria/CeMM12189/2021|EPI_ISL_2887563|2021-06-17,EPI_ISL_2887563,2021-06-17,Austria,B.1.1.7
hCoV-19/Austria/CeMM12210/2021|EPI_ISL_2887583|2021-06-17,EPI_ISL_2887583,2021-06-17,Austria,B.1.1.7
hCoV-19/Austria/CeMM12297/2021|EPI_ISL_2887669|2021-06-17,EPI_ISL_2887669,2021-06-17,Austria,B.1.1.7
hCoV-19/Austria/CeMM12756/2021|EPI_ISL_3039962|2021-07-02,EPI_ISL_3039962,2021-07-02,Austria,AY.20
hCoV-19/Austria/CeMM1367/2020|EPI_ISL_853906|2020-08-22,EPI_ISL_853906,2020-08-22,Austria,B.1.160
hCoV-19/Austria/CeMM1382/2020|EPI_ISL_853913|2020-08-31,EPI_ISL_853913,2020-08-31,Austria,B.1
hCoV-19/Austria/CeMM4447/2020|EPI_ISL_1209303|2020-11-10,EPI_ISL_1209303,2020-11-10,Austria,B.1.221
hCoV-19/Austria/CeMM7267/2021|EPI_ISL_2232728|2021-03-31,EPI_ISL_2232728,2021-03-31,Austria,B.1.1.7
hCoV-19/Austria/CeMM7269/2021|EPI_ISL_2232730|2021-03-31,EPI_ISL_2232730,2021-03-31,Austria,B.1.1.7
hCoV-19/Austria/CeMM8226/2021|EPI_ISL_1967329|2021-04-18,EPI_ISL_1967329,2021-04-18,Austria,B.1.526
hCoV-19/Austria/CeMM8487/2021|EPI_ISL_2137284|2021-04-24,EPI_ISL_2137284,2021-04-24,Austria,B.1.1.7
hCoV-19/Austria/CeMM8679/2021|EPI_ISL_2232832|2021-04-26,EPI_ISL_2232832,2021-04-26,Austria,B.1.617.2
hCoV-19/Austria/CeMM8705/2021|EPI_ISL_2232856|2021-04-24,EPI_ISL_2232856,2021-04-24,Austria,B.1.351
hCoV-19/Austria/CeMM8752/2021|EPI_ISL_2232894|2021-04-06,EPI_ISL_2232894,2021-04-06,Austria,B.1.351
hCoV-19/Austria/CeMM9585/2021|EPI_ISL_2427228|2021-05-17,EPI_ISL_2427228,2021-05-17,Austria,P.1.17
hCoV-19/Austria/KILM629/2021|EPI_ISL_2757905|2021-06-19,EPI_ISL_2757905,2021-06-19,Austria,B.1.1.7
hCoV-19/Azerbaijan/Aghayev-07/2021|EPI_ISL_882643|2021-01-05,EPI_ISL_882643,2021-01-05,Azerbaijan,B.1.1
hCoV-19/Bahamas/10929/2021|EPI_ISL_1415419|2021-01-18,EPI_ISL_1415419,2021-01-18,TheBahamas,B.1.2
hCoV-19/Bahamas/33423/2021|EPI_ISL_2982858|2021-04-13,EPI_ISL_2982858,2021-04-13,TheBahamas,B.1.1.7
hCoV-19/Bahamas/33821/2020|EPI_ISL_1415415|2020-03-31,EPI_ISL_1415415,2020-03-31,TheBahamas,B.1.378
hCoV-19/Bahamas/33824/2020|EPI_ISL_1415413|2020-04-23,EPI_ISL_1415413,2020-04-23,TheBahamas,B.1
hCoV-19/Bahamas/33829/2020|EPI_ISL_1415409|2020-09-03,EPI_ISL_1415409,2020-09-03,TheBahamas,B.1.240
hCoV-19/Bahamas/33838/2020|EPI_ISL_1415405|2020-11-05,EPI_ISL_1415405,2020-11-05,TheBahamas,B.1.1.192
hCoV-19/Bahamas/33846/2020|EPI_ISL_1415401|2020-11-05,EPI_ISL_1415401,2020-11-05,TheBahamas,B.1.1.192
hCoV-19/Bahamas/33852/2020|EPI_ISL_1415398|2020-11-10,EPI_ISL_1415398,2020-11-10,TheBahamas,B.1.1.192
hCoV-19/Bahrain/341726172/2021|EPI_ISL_1660466|2021-03-21,EPI_ISL_1660466,2021-03-21,Bahrain,B.1.1.7
hCoV-19/Bahrain/342241222/2021|EPI_ISL_2932674|2021-06-08,EPI_ISL_2932674,2021-06-08,Bahrain,B.1.617.2
hCoV-19/Bahrain/840056464/2021|EPI_ISL_1660427|2021-04-10,EPI_ISL_1660427,2021-04-10,Bahrain,AY.65
hCoV-19/Bahrain/840056921/2021|EPI_ISL_1660432|2021-04-10,EPI_ISL_1660432,2021-04-10,Bahrain,B.1.617.2
hCoV-19/Bahrain/920858661/2021|EPI_ISL_1660450|2021-04-10,EPI_ISL_1660450,2021-04-10,Bahrain,AY.112
hCoV-19/Bahrain/921080211/2021|EPI_ISL_2932653|2021-06-29,EPI_ISL_2932653,2021-06-29,Bahrain,AY.107
hCoV-19/Bahrain/921080317/2021|EPI_ISL_2932654|2021-06-29,EPI_ISL_2932654,2021-06-29,Bahrain,AY.107
hCoV-19/Bahrain/NPS-17/2021|EPI_ISL_2812546|2021-05-10,EPI_ISL_2812546,2021-05-10,Bahrain,B.1.1.7
hCoV-19/Bahrain/NPS-35/2021|EPI_ISL_2812564|2021-05-14,EPI_ISL_2812564,2021-05-14,Bahrain,B.1.1.7
hCoV-19/Bangladesh/CHRF-0396/2021|EPI_ISL_3071097|2021-05-29,EPI_ISL_3071097,2021-05-29,Bangladesh,AY.122
hCoV-19/Bangladesh/CHRF-0454/2021|EPI_ISL_3071092|2021-07-06,EPI_ISL_3071092,2021-07-06,Bangladesh,B.1.617.2
hCoV-19/Bangladesh/CU-CTG-24/2020|EPI_ISL_735496|2020-11-23,EPI_ISL_735496,2020-11-23,Bangladesh,B.1.36.8
hCoV-19/Bangladesh/CU-CTG-74/2020|EPI_ISL_1707099|2020-08-23,EPI_ISL_1707099,2020-08-23,Bangladesh,B.1.36.16
hCoV-19/Bangladesh/G-38/2020|EPI_ISL_600562|2020-03-26,EPI_ISL_600562,2020-03-26,Bangladesh,B.1
hCoV-19/Bangladesh/IEDCR-AFIP-002/2021|EPI_ISL_1915438|2021-04-29,EPI_ISL_1915438,2021-04-29,Bangladesh,B.1
hCoV-19/Bangladesh/IEDCR-DJ-002/2021|EPI_ISL_2105565|2021-04-29,EPI_ISL_2105565,2021-04-29,Bangladesh,B.1.617.2
hCoV-19/Bangladesh/IEDCR-JS003/2021|EPI_ISL_1938475|2021-04-28,EPI_ISL_1938475,2021-04-28,Bangladesh,B.1.617.2
hCoV-19/Bangladesh/NGRI-R4-1/2020|EPI_ISL_1626514|2020-11-15,EPI_ISL_1626514,2020-11-15,Bangladesh,B.1.36.8
hCoV-19/Bangladesh/PRTC-CVASU-BCSIR-0321-20/2021|EPI_ISL_1825678|2021-03-31,EPI_ISL_1825678,2021-03-31,Bangladesh,B.1.1.7
hCoV-19/Bangladesh/icddrb-1210509020/2021|EPI_ISL_2627361|2021-05-29,EPI_ISL_2627361,2021-05-29,Bangladesh,AY.100
hCoV-19/Bangladesh/icddrb-7782/2021|EPI_ISL_1715166|2021-03-31,EPI_ISL_1715166,2021-03-31,Bangladesh,B.1.351.3
hCoV-19/Bangladesh/icddrb-CGH-CU-3619/2021|EPI_ISL_2987454|2021-06-27,EPI_ISL_2987454,2021-06-27,Bangladesh,B.1.617.2
hCoV-19/Bangladesh/icddrb-CGH-CU-3791/2021|EPI_ISL_2987442|2021-07-01,EPI_ISL_2987442,2021-07-01,Bangladesh,B.1.617.2
hCoV-19/Bangladesh/ideSHi-N-1500/2021|EPI_ISL_1498149|2021-03-31,EPI_ISL_1498149,2021-03-31,Bangladesh,B.1.351.3
hCoV-19/Barbados/59718/2021|EPI_ISL_2544756|2021-03-16,EPI_ISL_2544756,2021-03-16,Barbados,B.1.1.7
hCoV-19/Barbados/63454/2021|EPI_ISL_2545191|2021-04-08,EPI_ISL_2545191,2021-04-08,Barbados,B.1.1.7
hCoV-19/Barbados/63465/2021|EPI_ISL_2545192|2021-04-10,EPI_ISL_2545192,2021-04-10,Barbados,B.1.1.7
hCoV-19/Barbados/63485/2021|EPI_ISL_2545194|2021-04-10,EPI_ISL_2545194,2021-04-10,Barbados,B.1.1.7
hCoV-19/Barbados/67294/2021|EPI_ISL_2621681|2021-05-04,EPI_ISL_2621681,2021-05-04,Barbados,B.1.617.2
hCoV-19/Barbados/67297/2021|EPI_ISL_2621682|2021-05-04,EPI_ISL_2621682,2021-05-04,Barbados,B.1.1.7
hCoV-19/Barbados/67697/2021|EPI_ISL_2621679|2021-04-25,EPI_ISL_2621679,2021-04-25,Barbados,AY.39
hCoV-19/Barbados/71158/2021|EPI_ISL_2678168|2021-05-04,EPI_ISL_2678168,2021-05-04,Barbados,B.1.1.7
hCoV-19/Barbados/71161/2021|EPI_ISL_2678172|2021-05-08,EPI_ISL_2678172,2021-05-08,Barbados,B.1.1.7
hCoV-19/Barbados/71162/2021|EPI_ISL_2678163|2021-05-21,EPI_ISL_2678163,2021-05-21,Barbados,B.1.1.7
hCoV-19/Barbados/71164/2021|EPI_ISL_2678164|2021-05-24,EPI_ISL_2678164,2021-05-24,Barbados,B.1.617.2
hCoV-19/Barbados/76426/2021|EPI_ISL_2967991|2021-07-03,EPI_ISL_2967991,2021-07-03,Barbados,AY.11
hCoV-19/Barbados/76427/2021|EPI_ISL_2967992|2021-07-03,EPI_ISL_2967992,2021-07-03,Barbados,AY.11
hCoV-19/Barbados/BRB50398/2020|EPI_ISL_977656|2020-12-30,EPI_ISL_977656,2020-12-30,Barbados,B.1.160
hCoV-19/Barbados/BRB50403/2021|EPI_ISL_977659|2021-01-03,EPI_ISL_977659,2021-01-03,Barbados,B.1.1.7
hCoV-19/Beijing/DT-travelFR01/2020|EPI_ISL_452330|2020-03-21,EPI_ISL_452330,2020-03-21,China,B.1
hCoV-19/Beijing/IVDC-06/2020|EPI_ISL_1122016|2020-12-25,EPI_ISL_1122016,2020-12-25,China,B.1.470
hCoV-19/Belarus/ChVir21859/2020|EPI_ISL_860810|2020-11-04,EPI_ISL_860810,2020-11-04,Belarus,B.1.36
hCoV-19/Belarus/HM-RRCEM-Sars_Cov2_sp_1/2021|EPI_ISL_1138899|2021-01-18,EPI_ISL_1138899,2021-01-18,Belarus,B.1.1.374
hCoV-19/Belarus/RRPCEM-VIS_1300/2021|EPI_ISL_1653933|2021-03-25,EPI_ISL_1653933,2021-03-25,Belarus,C.36.3
hCoV-19/Belarus/RRPCEM-VIS_2008/2021|EPI_ISL_2467938|2021-04-13,EPI_ISL_2467938,2021-04-13,Belarus,B.1.1.374
hCoV-19/Belgium/BA-02291/2020|EPI_ISL_415159|2020-02-29,EPI_ISL_415159,2020-02-29,Belgium,B.1
hCoV-19/Belgium/Jessa_11-2112-001031-99912089192464/2021|EPI_ISL_1577587|2021-03-22,EPI_ISL_1577587,2021-03-22,Belgium,B.1.1.7
hCoV-19/Belgium/Jessa_55-2113-000017/2021|EPI_ISL_1577651|2021-03-29,EPI_ISL_1577651,2021-03-29,Belgium,B.1.1.7
hCoV-19/Belgium/MBLGPF351322/2021|EPI_ISL_2885660|2021-06-29,EPI_ISL_2885660,2021-06-29,Belgium,AY.20
hCoV-19/Belgium/MBLGPF418919/2021|EPI_ISL_2885655|2021-07-02,EPI_ISL_2885655,2021-07-02,Belgium,AY.20
hCoV-19/Belgium/MBLGPF475959/2021|EPI_ISL_2966323|2021-07-05,EPI_ISL_2966323,2021-07-05,Belgium,B.1.621
hCoV-19/Belgium/MBLGPF639570/2021|EPI_ISL_2626058|2021-06-11,EPI_ISL_2626058,2021-06-11,Belgium,B.1.1.7
hCoV-19/Belgium/ULG-10065/2020|EPI_ISL_424635|2020-04-03,EPI_ISL_424635,2020-04-03,Belgium,B.1.12
hCoV-19/Belgium/ULG-10911/2020|EPI_ISL_678452|2020-11-14,EPI_ISL_678452,2020-11-14,Belgium,B.1.160
hCoV-19/Belgium/ULG-10955/2020|EPI_ISL_707734|2020-09-07,EPI_ISL_707734,2020-09-07,Belgium,B.1.1.221
hCoV-19/Belgium/ULG-11455/2020|EPI_ISL_925410|2020-08-07,EPI_ISL_925410,2020-08-07,Belgium,B.1.1.221
hCoV-19/Belgium/UZA-UA-CV2054193753/2021|EPI_ISL_2016731|2021-05-03,EPI_ISL_2016731,2021-05-03,Belgium,B.1.1.7
hCoV-19/Belgium/rega-0501632/2020|EPI_ISL_734689|2020-05-01,EPI_ISL_734689,2020-05-01,Belgium,B.1.456
hCoV-19/Belgium/rega-2277/2021|EPI_ISL_1048917|2021-01-21,EPI_ISL_1048917,2021-01-21,Belgium,B.1.1.7
hCoV-19/Belgium/rega-3024/2021|EPI_ISL_1057046|2021-02-06,EPI_ISL_1057046,2021-02-06,Belgium,B.1.1.7
hCoV-19/Belgium/rega-9224/2021|EPI_ISL_2725900|2021-05-03,EPI_ISL_2725900,2021-05-03,Belgium,B.1.1.7
hCoV-19/Belize/BZ-CML-TCMC-BZ006-0920/2020|EPI_ISL_1822763|2020-09-18,EPI_ISL_1822763,2020-09-18,Belize,B.1.147
hCoV-19/Belize/BZ-CML-TCMC-BZ007-0920/2020|EPI_ISL_1822764|2020-09-23,EPI_ISL_1822764,2020-09-23,Belize,B.1.147
hCoV-19/Belize/BZ-CML-TCMC-BZ018-1120/2020|EPI_ISL_1822745|2020-11-05,EPI_ISL_1822745,2020-11-05,Belize,B.1.147
hCoV-19/Belize/BZ-CML-TCMC-BZ031-1220/2020|EPI_ISL_1822744|2020-12-27,EPI_ISL_1822744,2020-12-27,Belize,B.1.1.519
hCoV-19/Belize/BZ-CML-TCMC-BZ044-0121/2021|EPI_ISL_1822784|2021-01-05,EPI_ISL_1822784,2021-01-05,Belize,B.1.147
hCoV-19/Bermuda/51481/2020|EPI_ISL_2478972|2020-12-14,EPI_ISL_2478972,2020-12-14,Bermuda,B.1.2
hCoV-19/Bolivia/26933/2020|EPI_ISL_837556|2020-07-15,EPI_ISL_837556,2020-07-15,Bolivia,B.1.600
hCoV-19/Bolivia/Sucre-GM2-4/2021|EPI_ISL_2462063|2021-05-10,EPI_ISL_2462063,2021-05-10,Bolivia,P.1
hCoV-19/Bonaire/BQ-RIVM-25778/2021|EPI_ISL_1705251|2021-04-06,EPI_ISL_1705251,2021-04-06,Bonaire,B.1.1.7
hCoV-19/Bonaire/BQ-RIVM-25812/2021|EPI_ISL_1705285|2021-04-02,EPI_ISL_1705285,2021-04-02,Bonaire,B.1.1.7
hCoV-19/Bonaire/BQ-RIVM-27378/2021|EPI_ISL_1792862|2021-04-07,EPI_ISL_1792862,2021-04-07,Bonaire,B.1.1.7
hCoV-19/Bonaire/BQ-RIVM-27386/2021|EPI_ISL_1792360|2021-04-08,EPI_ISL_1792360,2021-04-08,Bonaire,B.1.1.7
hCoV-19/Bonaire/BQ-RIVM-27410/2021|EPI_ISL_1792864|2021-04-12,EPI_ISL_1792864,2021-04-12,Bonaire,B.1.1.7
hCoV-19/Bonaire/BQ-RIVM-27422/2021|EPI_ISL_1792865|2021-04-14,EPI_ISL_1792865,2021-04-14,Bonaire,B.1.1.7
hCoV-19/Bonaire/BQ-RIVM-35140/2021|EPI_ISL_2405597|2021-05-19,EPI_ISL_2405597,2021-05-19,Bonaire,B.1.1.7
hCoV-19/Bonaire/BQ-RIVM-42355/2021|EPI_ISL_2981896|2021-06-26,EPI_ISL_2981896,2021-06-26,Bonaire,B.1.621.1
hCoV-19/Bonaire/BQ-RIVM-42398/2021|EPI_ISL_2981901|2021-06-25,EPI_ISL_2981901,2021-06-25,Bonaire,B.1.621
hCoV-19/Bonaire/BQ-RIVM-43226/2021|EPI_ISL_3056849|2021-07-01,EPI_ISL_3056849,2021-07-01,Bonaire,B.1.621
hCoV-19/Bonaire/BQ-RIVM-45023/2021|EPI_ISL_3137095|2021-07-13,EPI_ISL_3137095,2021-07-13,Bonaire,AY.53
hCoV-19/Bonaire/BQ-RIVM-45034/2021|EPI_ISL_3137106|2021-07-07,EPI_ISL_3137106,2021-07-07,Bonaire,P.1
hCoV-19/Bonaire/BQ-RIVM-45057/2021|EPI_ISL_3137129|2021-07-08,EPI_ISL_3137129,2021-07-08,Bonaire,AY.53
hCoV-19/Bosnia_and_Herzegovina/141602/2021|EPI_ISL_2790411|2021-04-08,EPI_ISL_2790411,2021-04-08,BosniaandHerzegovina,B.1.1.7
hCoV-19/Bosnia_and_Herzegovina/EL281/2021|EPI_ISL_2029260|2021-05-04,EPI_ISL_2029260,2021-05-04,BosniaandHerzegovina,B.1.1.7
hCoV-19/Bosnia_and_Herzegovina/KCUS71429/2021|EPI_ISL_2938102|2021-06-10,EPI_ISL_2938102,2021-06-10,BosniaandHerzegovina,AZ.2
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI003/2020|EPI_ISL_955142|2020-07-15,EPI_ISL_955142,2020-07-15,BosniaandHerzegovina,B.1.1.70
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI004/2020|EPI_ISL_955144|2020-08-20,EPI_ISL_955144,2020-08-20,BosniaandHerzegovina,B.1.1
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI006/2020|EPI_ISL_955148|2020-09-14,EPI_ISL_955148,2020-09-14,BosniaandHerzegovina,B.1.1.39
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI034/2021|EPI_ISL_3076900|2021-07-01,EPI_ISL_3076900,2021-07-01,BosniaandHerzegovina,AY.50
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI035/2021|EPI_ISL_3076901|2021-07-01,EPI_ISL_3076901,2021-07-01,BosniaandHerzegovina,AY.50
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI037/2021|EPI_ISL_3076937|2021-07-02,EPI_ISL_3076937,2021-07-02,BosniaandHerzegovina,B.1.617.2
